Abricate_accession	Abricate_gene	gene family	product name	class	subclass	refseq protein	refseq nucleotide
A7J11_04559	ant(2'')-Ia	ant(2'')-Ia	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	WP_071846314.1	NG_052384.1
A7J11_04562	ant(2'')-Ia	ant(2'')-Ia	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	WP_071846317.1	NG_052387.1
A7J11_04255	ant(2'')-Ia	ant(2'')-Ia	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	WP_058133312.1	NG_051895.1
A7J11_04413	ant(2'')-Ia	ant(2'')-Ia	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	WP_071846217.1	NG_052226.1
A7J11_04455	ant(2'')-Ia	ant(2'')-Ia	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	WP_003159209.1	NG_052363.1
A7J11_04963	ant(3'')-IIa	ant(3'')-IIa	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	AMINOGLYCOSIDE	STREPTOMYCIN/SPECTINOMYCIN	WP_001279073.1	NG_054647.1
A7J11_04965	ant(3'')-IIa	ant(3'')-IIa	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	AMINOGLYCOSIDE	STREPTOMYCIN/SPECTINOMYCIN	WP_014208115.1	NG_054649.1
A7J11_04962	ant(3'')-IIa	ant(3'')-IIa	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	AMINOGLYCOSIDE	STREPTOMYCIN/SPECTINOMYCIN	WP_001279062.1	NG_054646.1
A7J11_04964	ant(3'')-IIa	ant(3'')-IIa	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	AMINOGLYCOSIDE	STREPTOMYCIN/SPECTINOMYCIN	WP_001112624.1	NG_054648.1
A7J11_04968	ant(3'')-IIa	ant(3'')-IIa	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	AMINOGLYCOSIDE	STREPTOMYCIN/SPECTINOMYCIN	WP_001279068.1	NG_054652.1
A7J11_04967	ant(3'')-IIb	ant(3'')-IIb	aminoglycoside nucleotidyltransferase ANT(3'')-IIb	AMINOGLYCOSIDE	STREPTOMYCIN/SPECTINOMYCIN	WP_004773276.1	NG_054651.1
A7J11_04966	ant(3'')-IIc	ant(3'')-IIc	aminoglycoside nucleotidyltransferase ANT(3'')-IIc	AMINOGLYCOSIDE	STREPTOMYCIN/SPECTINOMYCIN	WP_004680079.1	NG_054650.1
A7J11_04969	ant(3'')-IIc	ant(3'')-IIc	aminoglycoside nucleotidyltransferase ANT(3'')-IIc	AMINOGLYCOSIDE	STREPTOMYCIN/SPECTINOMYCIN	WP_005001597.1	NG_054653.1
A7J11_04970	ant(3'')-IIc	ant(3'')-IIc	aminoglycoside nucleotidyltransferase ANT(3'')-IIc	AMINOGLYCOSIDE	STREPTOMYCIN/SPECTINOMYCIN	WP_004758588.1	NG_054654.1
A7J11_04671	ant(3'')-Ia	ant(3'')-Ia	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA	AMINOGLYCOSIDE	STREPTOMYCIN/SPECTINOMYCIN	WP_071846263.1	NG_052304.1
A7J11_04672	ant(3'')-Ia	ant(3'')-Ia	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA	AMINOGLYCOSIDE	STREPTOMYCIN/SPECTINOMYCIN	WP_071846264.1	NG_052305.1
A7J11_04673	ant(3'')-Ia	ant(3'')-Ia	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA	AMINOGLYCOSIDE	STREPTOMYCIN/SPECTINOMYCIN	WP_071846265.1	NG_052306.1
A7J11_01505	aadA14	ant(3'')-Ia	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA14	AMINOGLYCOSIDE	STREPTOMYCIN/SPECTINOMYCIN	WP_011264082.1	NG_047337.1
A7J11_02272	aadA17	ant(3'')-Ia	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA17	AMINOGLYCOSIDE	STREPTOMYCIN/SPECTINOMYCIN	WP_063840416.1	NG_047341.1
A7J11_00326	ant(4')-IIa	ant(4')-IIa	aminoglycoside nucleotidyltransferase ANT(4')-IIa	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_063840508.1	NG_047390.1
A7J11_01131	ant(4')-IIb	ant(4')-IIb	aminoglycoside nucleotidyltransferase ANT(4')-IIb	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	WP_063840509.1	NG_047391.1
A7J11_06033	ant(4')-Ic	ant(4')-Ic	aminoglycoside O-nucleotidyltransferase ANT(4')-Ic	AMINOGLYCOSIDE	KANAMYCIN/TOBRAMYCIN	WP_087346196.1	NG_063817.1
A7J11_00151	ant(6)-Ia	ant(6)-Ia	aminoglycoside nucleotidyltransferase ANT(6)-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	WP_001255866.1	NG_047393.1
A7J11_01806	ant(6)-Ia	ant(6)-Ia	aminoglycoside nucleotidyltransferase ANT(6)-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	WP_032491779.1	NG_047394.1
A7J11_00643	ant(6)-Ia	ant(6)-Ia	aminoglycoside nucleotidyltransferase ANT(6)-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	WP_002294505.1	NG_050582.1
A7J11_02476	ant(6)-Ia	ant(6)-Ia	aminoglycoside nucleotidyltransferase ANT(6)-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	WP_001255864.1	NG_047395.1
A7J11_02100	ant(6)-Ib	ant(6)-Ib	aminoglycoside nucleotidyltransferase ANT(6)-Ib	AMINOGLYCOSIDE	STREPTOMYCIN	WP_003454325.1	NG_047396.1
A7J11_06032	ant(6)-Ic	ant(6)-Ic	aminoglycoside nucleotidyltransferase ANT(6)-Ic	AMINOGLYCOSIDE	STREPTOMYCIN	WP_087343787.1	NG_063818.1
A7J11_00099	ant(9)-Ia	ant(9)-Ia	aminoglycoside nucleotidyltransferase ANT(9)-Ia	AMINOGLYCOSIDE	SPECTINOMYCIN	WP_000067268.1	NG_047397.1
A7J11_00385	ant(9)-Ib	ant(9)-Ib	aminoglycoside nucleotidyltransferase ANT(9)-Ib	AMINOGLYCOSIDE	SPECTINOMYCIN	WP_063840673.1	NG_047398.1
A7J11_00825	aph(2'')-IIIa	aph(2'')-IIIa	aminoglycoside O-phosphotransferase APH(2'')-IIIa	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	WP_018659526.1	NG_047399.1
A7J11_00048	aph(2'')-IIa	aph(2'')-IIa	aminoglycoside O-phosphotransferase APH(2'')-IIa	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	WP_016439437.1	NG_047400.1
A7J11_00491	aph(2'')-IIa	aph(2'')-IIa	aminoglycoside O-phosphotransferase APH(2'')-IIa	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	WP_063840674.1	NG_047401.1
A7J11_03086	aph(2'')-IIa	aph(2'')-IIa	aminoglycoside O-phosphotransferase APH(2'')-IIa	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	WP_057038954.1	NG_047402.1
A7J11_00272	aph(2'')-IVa	aph(2'')-IVa	aminoglycoside O-phosphotransferase APH(2'')-IVa	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	WP_021401024.1	NG_047403.1
A7J11_01487	aph(2'')-Ie	aph(2'')-Ie	aminoglycoside O-phosphotransferase APH(2'')-Ie	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	WP_032491359.1	NG_047404.1
A7J11_01473	aph(2'')-If	aph(2'')-If	aminoglycoside O-phosphotransferase APH(2'')-If	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	WP_021424053.1	NG_047405.1
A7J11_03085	aph(2'')-If	aph(2'')-If	aminoglycoside O-phosphotransferase APH(2'')-If	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	WP_063840675.1	NG_047406.1
A7J11_03079	aph(2'')-Ig	aph(2'')-Ig	aminoglycoside O-phosphotransferase APH(2'')-Ig	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	WP_021034342.1	NG_047407.1
A7J11_03084	aph(2'')-Ih	aph(2'')-Ih	aminoglycoside O-phosphotransferase APH(2'')-Ih	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	WP_057098416.1	NG_047408.1
A7J11_00697	aph(3'')-Ia	aph(3'')-Ia	aminoglycoside O-phosphotransferase APH(3'')-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	WP_063840677.1	NG_047410.1
A7J11_02146	aph(3'')-Ia	aph(3'')-Ia	aminoglycoside O-phosphotransferase APH(3'')-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	WP_012377648.1	NG_047411.1
A7J11_00969	aph(3'')-Ia	aph(3'')-Ia	aminoglycoside O-phosphotransferase APH(3'')-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	WP_063840676.1	NG_047409.1
A7J11_05252	aph(3'')-Ib	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	AMINOGLYCOSIDE	STREPTOMYCIN	WP_109545041.1	NG_056002.2
A7J11_00295	aph(3'')-Ib	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	AMINOGLYCOSIDE	STREPTOMYCIN	WP_010890156.1	NG_047412.1
A7J11_00784	aph(3'')-Ib	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	AMINOGLYCOSIDE	STREPTOMYCIN	WP_001082319.1	NG_047413.1
A7J11_01024	aph(3'')-Ib	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	AMINOGLYCOSIDE	STREPTOMYCIN	WP_032490182.1	NG_047414.1
A7J11_01851	aph(3'')-Ib	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	AMINOGLYCOSIDE	STREPTOMYCIN	WP_010794532.1	NG_047415.1
A7J11_01720	aph(3'')-Ic	aph(3'')-Ic	aminoglycoside O-phosphotransferase APH(3'')-Ic	AMINOGLYCOSIDE	STREPTOMYCIN	WP_063841015.1	NG_047416.1
A7J11_05034	aph(3')-II	aph(3')-II	APH(3')-II family aminoglycoside O-phosphotransferase	AMINOGLYCOSIDE	KANAMYCIN	WP_087587933.1	NG_054945.1
A7J11_00682	aph(3')-IIIa	aph(3')-IIIa	aminoglycoside O-phosphotransferase APH(3')-IIIa	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	WP_063841495.1	NG_047419.1
A7J11_01807	aph(3')-IIIa	aph(3')-IIIa	aminoglycoside O-phosphotransferase APH(3')-IIIa	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	WP_032491780.1	NG_047421.1
A7J11_00801	aph(3')-IIIa	aph(3')-IIIa	aminoglycoside O-phosphotransferase APH(3')-IIIa	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	WP_001096887.1	NG_047418.1
A7J11_01402	aph(3')-IIIa	aph(3')-IIIa	aminoglycoside O-phosphotransferase APH(3')-IIIa	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	WP_063841507.1	NG_047420.1
A7J11_00349	aph(3')-IIa	aph(3')-IIa	aminoglycoside O-phosphotransferase APH(3')-IIa	AMINOGLYCOSIDE	KANAMYCIN	WP_000572405.1	NG_047417.1
A7J11_00780	aph(3')-IIb	aph(3')-IIb	aminoglycoside O-phosphotransferase APH(3')-IIb	AMINOGLYCOSIDE	KANAMYCIN	WP_003113011.1	NG_047424.1
A7J11_00189	aph(3')-IIb	aph(3')-IIb	aminoglycoside O-phosphotransferase APH(3')-IIb	AMINOGLYCOSIDE	KANAMYCIN	WP_003132309.1	NG_047423.1
A7J11_02586	aph(3')-IIc	aph(3')-IIc	aminoglycoside O-phosphotransferase APH(3')-IIc	AMINOGLYCOSIDE	KANAMYCIN	WP_063841661.1	NG_047426.1
A7J11_03761	aph(3')-IIc	aph(3')-IIc	aminoglycoside O-phosphotransferase APH(3')-IIc	AMINOGLYCOSIDE	KANAMYCIN	WP_012479999.1	NG_051214.1
A7J11_00908	aph(3')-IVa	aph(3')-IVa	aminoglycoside O-phosphotransferase APH(3')-IVa	AMINOGLYCOSIDE	KANAMYCIN	WP_063841674.1	NG_047428.1
A7J11_05179	aph(3')-IX	aph(3')-IX	APH(3') family aminoglycoside O-phosphotransferase	AMINOGLYCOSIDE	KANAMYCIN	WP_004861468.1	NG_055648.1
A7J11_00904	aph(3')-Ia	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	AMINOGLYCOSIDE	KANAMYCIN	WP_010891090.1	NG_047435.1
A7J11_01064	aph(3')-Ia	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	AMINOGLYCOSIDE	KANAMYCIN	WP_063842098.1	NG_047432.1
A7J11_00655	aph(3')-Ia	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	AMINOGLYCOSIDE	KANAMYCIN	WP_063842148.1	NG_047437.1
A7J11_01848	aph(3')-Ia	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	AMINOGLYCOSIDE	KANAMYCIN	WP_012477822.1	NG_047439.1
A7J11_02114	aph(3')-Ia	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	AMINOGLYCOSIDE	KANAMYCIN	WP_032492145.1	NG_047438.1
A7J11_02339	aph(3')-Ia	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	AMINOGLYCOSIDE	KANAMYCIN	WP_012695470.1	NG_047440.1
A7J11_01235	aph(3')-Ia	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	AMINOGLYCOSIDE	KANAMYCIN	WP_000018330.1	NG_047441.1
A7J11_00134	aph(3')-Ia	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	AMINOGLYCOSIDE	KANAMYCIN	WP_011039766.1	NG_047436.1
A7J11_00274	aph(3')-Ia	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	AMINOGLYCOSIDE	KANAMYCIN	WP_000018329.1	NG_047430.1
A7J11_00451	aph(3')-Ia	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	AMINOGLYCOSIDE	KANAMYCIN	WP_000018326.1	NG_047431.1
A7J11_00316	aph(3')-Ia	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	AMINOGLYCOSIDE	KANAMYCIN	WP_063841683.1	NG_047429.1
A7J11_05297	aph(3')-Ia	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	AMINOGLYCOSIDE	KANAMYCIN	WP_000018321.1	NG_056047.1
A7J11_00662	aph(3')-Ib	aph(3')-Ib	aminoglycoside O-phosphotransferase APH(3')-Ib	AMINOGLYCOSIDE	KANAMYCIN	WP_038404948.1	NG_047442.1
A7J11_01419	aph(3')-Ib	aph(3')-Ib	aminoglycoside O-phosphotransferase APH(3')-Ib	AMINOGLYCOSIDE	KANAMYCIN	WP_011205810.1	NG_047443.1
A7J11_00021	aph(3')-Id	aph(3')-Id	aminoglycoside O-phosphotransferase APH(3')-Id	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	WP_010891085.1	NG_047445.1
A7J11_04140	aph(3')-VI	aph(3')-VI	APH(3')-VI family aminoglycoside O-phosphotransferase	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	WP_014386410.1	NG_051730.1
A7J11_00649	aph(3')-VIII	aph(3')-VIII	aminoglycoside O-phosphotransferase APH(3')-VIII	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	WP_030183523.1	NG_047446.1
A7J11_05180	aph(3')-VIII	aph(3')-VIII	aminoglycoside O-phosphotransferase APH(3')-VIII	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	WP_016656536.1	NG_055649.1
A7J11_00740	aph(3')-VIIa	aph(3')-VIIa	aminoglycoside O-phosphotransferase APH(3')-VIIa	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	WP_063842175.1	NG_047447.1
A7J11_00375	aph(3')-VIa	aph(3')-VIa	aminoglycoside O-phosphotransferase APH(3')-VIa	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	WP_000422636.1	NG_047448.1
A7J11_01599	aph(3')-VIb	aph(3')-VIb	aminoglycoside O-phosphotransferase APH(3')-VIb	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	WP_000422633.1	NG_047449.1
A7J11_01029	aph(3')-Va	aph(3')-Va	aminoglycoside O-phosphotransferase APH(3')-Va	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_063842176.1	NG_047450.1
A7J11_01533	aph(3')-Va	aph(3')-Va	aminoglycoside O-phosphotransferase APH(3')-Va	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_031129630.1	NG_047451.1
A7J11_00020	aph(3')-Vb	aph(3')-Vb	aminoglycoside O-phosphotransferase APH(3')-Vb	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_063842177.1	NG_047452.1
A7J11_01572	aph(3')-Vb	aph(3')-Vb	aminoglycoside O-phosphotransferase APH(3')-Vb	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_063842178.1	NG_047453.1
A7J11_00206	aph(3')-Vc	aph(3')-Vc	aminoglycoside O-phosphotransferase APH(3')-Vc	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_063842179.1	NG_047454.1
A7J11_04500	aph(3')-XV	aph(3')-XV	aminoglycoside O-phosphotransferase APH(3')-XV	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	WP_034067921.1	NG_052510.1
A7J11_04531	aph(3')-XV	aph(3')-XV	aminoglycoside O-phosphotransferase APH(3')-XV	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	WP_032492579.1	NG_052270.1
A7J11_00089	aph(3')-XV	aph(3')-XV	aminoglycoside O-phosphotransferase APH(3')-XV	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	WP_019407932.1	NG_047455.1
A7J11_00547	aph(4)-Ia	aph(4)-Ia	aminoglycoside O-phosphotransferase APH(4)-Ia	AMINOGLYCOSIDE	HYGROMYCIN	WP_000742814.1	NG_047456.1
A7J11_02587	aph(6)	aph(6)	APH(6) family putative aminoglycoside O-phosphotransferase	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_063841666.1	NG_047427.1
A7J11_02175	aph(6)	aph(6)	APH(6) family putative aminoglycoside O-phosphotransferase	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_012480135.1	NG_047425.1
A7J11_01529	aph(6)-Ia	aph(6)-Ia	aminoglycoside O-phosphotransferase APH(6)-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	WP_003970239.1	NG_047459.1
A7J11_00604	aph(6)-Ia	aph(6)-Ia	aminoglycoside O-phosphotransferase APH(6)-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	WP_063842181.1	NG_047458.1
A7J11_00593	aph(6)-Ib	aph(6)-Ib	aminoglycoside O-phosphotransferase APH(6)-Ib	AMINOGLYCOSIDE	STREPTOMYCIN	WP_052413554.1	NG_047460.1
A7J11_00304	aph(6)-Ic	aph(6)-Ic	aminoglycoside O-phosphotransferase APH(6)-Ic	AMINOGLYCOSIDE	STREPTOMYCIN	WP_000116906.1	NG_047463.1
A7J11_01109	aph(6)-Id	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	AMINOGLYCOSIDE	STREPTOMYCIN	WP_000480968.1	NG_047464.1
A7J11_00559	aph(6)-Id	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	AMINOGLYCOSIDE	STREPTOMYCIN	WP_063842183.1	NG_047465.1
A7J11_02216	aph(6)-Id	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	AMINOGLYCOSIDE	STREPTOMYCIN	WP_063842184.1	NG_047469.1
A7J11_00100	aph(6)-Id	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	AMINOGLYCOSIDE	STREPTOMYCIN	WP_000480972.1	NG_047466.1
A7J11_01276	aph(6)-Id	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	AMINOGLYCOSIDE	STREPTOMYCIN	WP_011161217.1	NG_047467.1
A7J11_01016	aph(7'')-Ia	aph(7'')-Ia	aminoglycoside O-phosphotransferase APH(7'')-Ia	AMINOGLYCOSIDE	HYGROMYCIN	WP_063842185.1	NG_047472.1
A7J11_00601	aph(9)-Ia	aph(9)-Ia	aminoglycoside O-phosphotransferase APH(9)-Ia	AMINOGLYCOSIDE	SPECTINOMYCIN	WP_038839037.1	NG_047473.1
A7J11_04106	aph(9)-Ia	aph(9)-Ia	aminoglycoside O-phosphotransferase APH(9)-Ia	AMINOGLYCOSIDE	SPECTINOMYCIN	WP_011215574.1	NG_051696.1
A7J11_00848	aph(9)-Ib	aph(9)-Ib	aminoglycoside O-phosphotransferase APH(9)-Ib	AMINOGLYCOSIDE	SPECTINOMYCIN	WP_063842186.1	NG_047474.1
A7J11_04268	aphA16	aphA16	APH(3') family aminoglycoside O-phosphotransferase AphA16	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	WP_004206941.1	NG_051908.1
A7J11_04287	apmA	apmA	aminocyclitol acetyltransferase ApmA	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_032494221.1	NG_051938.1
A7J11_02905	apmA	apmA	aminocyclitol acetyltransferase ApmA	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_015059965.1	NG_047475.1
A7J11_00661	armA	armA	ArmA family 16S rRNA (guanine(1405)-N(7))-methyltransferase	AMINOGLYCOSIDE	GENTAMICIN	WP_000359986.1	NG_047476.1
A7J11_02200	arr	arr	NAD(+)--rifampin ADP-ribosyltransferase	RIFAMYCIN	RIFAMYCIN	WP_063842207.1	NG_047478.1
A7J11_00622	arr	arr	NAD(+)--rifampin ADP-ribosyltransferase	RIFAMYCIN	RIFAMYCIN	WP_063842202.1	NG_047477.1
A7J11_01634	arr	arr	NAD(+)--rifampin ADP-ribosyltransferase	RIFAMYCIN	RIFAMYCIN	WP_012695486.1	NG_047480.1
A7J11_02311	arr	arr	NAD(+)--rifampin ADP-ribosyltransferase Arr-6	RIFAMYCIN	RIFAMYCIN	WP_063842214.1	NG_047479.1
A7J11_02305	arr	arr	NAD(+)--rifampin ADP-ribosyltransferase Arr-6	RIFAMYCIN	RIFAMYCIN	WP_063857694.1	NG_048584.1
A7J11_00651	arr-2	arr	NAD(+)--rifampin ADP-ribosyltransferase Arr-2	RIFAMYCIN	RIFAMYCIN	WP_000237816.1	NG_048580.1
A7J11_01975	arr-4	arr	NAD(+)--rifampin ADP-ribosyltransferase Arr-4	RIFAMYCIN	RIFAMYCIN	WP_033959319.1	NG_048582.1
A7J11_01976	arr-5	arr	NAD(+)--rifampin ADP-ribosyltransferase Arr-5	RIFAMYCIN	RIFAMYCIN	WP_052238312.1	NG_048583.1
A7J11_02398	arr-7	arr	NAD(+)--rifampin ADP-ribosyltransferase Arr-7	RIFAMYCIN	RIFAMYCIN	WP_044059783.1	NG_048585.1
A7J11_02947	arr-8	arr	NAD(+)--rifampin ADP-ribosyltransferase Arr-8	RIFAMYCIN	RIFAMYCIN	WP_063857695.1	NG_048586.1
A7J11_04709	arr-3	arr-3	NAD(+)--rifampin ADP-ribosyltransferase Arr-3	RIFAMYCIN	RIFAMYCIN	WP_071846202.1	NG_052173.1
A7J11_00539	arr-3	arr-3	NAD(+)--rifampin ADP-ribosyltransferase Arr-3	RIFAMYCIN	RIFAMYCIN	WP_001749986.1	NG_048581.1
A7J11_04725	arr-3	arr-3	NAD(+)--rifampin ADP-ribosyltransferase Arr-3	RIFAMYCIN	RIFAMYCIN	WP_071846280.1	NG_052327.1
A7J11_05169	bcrB	bcrB	quaternary ammonium compound efflux SMR transporter BcrB	BACITRACIN	BACITRACIN	WP_003725293.1	NG_055638.1
A7J11_05170	bcrC	bcrC	quaternary ammonium compound efflux SMR transporter BcrC	BACITRACIN	BACITRACIN	WP_003725292.1	NG_055639.1
A7J11_05168	bla	bla	class A beta-lactamase Bla1	BETA-LACTAM	BETA-LACTAM	WP_011053164.1	NG_055637.1
A7J11_02122	bla	bla	class A beta-lactamase LRA-1	BETA-LACTAM	BETA-LACTAM	WP_063842263.1	NG_047484.1
A7J11_02130	bla	bla	class A beta-lactamase LRA-5	BETA-LACTAM	BETA-LACTAM	WP_063842268.1	NG_047485.1
A7J11_01054	bla	bla	class A beta-lactamase Bla1	BETA-LACTAM	BETA-LACTAM	WP_063842248.1	NG_047482.1
A7J11_01564	bla	bla	class A beta-lactamase	BETA-LACTAM	BETA-LACTAM	WP_011270171.1	NG_047483.1
A7J11_02591	bla	bla	"class A beta-lactamase, subclass A2"	BETA-LACTAM	BETA-LACTAM	WP_063842272.1	NG_047486.1
A7J11_02593	bla	bla	class A beta-lactamase	BETA-LACTAM	BETA-LACTAM	WP_063842277.1	NG_047487.1
A7J11_05161	bla2	bla2	BcII family subclass B1 metallo-beta-lactamase	BETA-LACTAM	CARBAPENEM	WP_000799232.1	NG_055630.1
A7J11_00039	bla2	bla2	BcII family subclass B1 metallo-beta-lactamase	BETA-LACTAM	CARBAPENEM	WP_000799223.1	NG_047220.1
A7J11_01251	bla2	bla2	BcII family subclass B1 metallo-beta-lactamase	BETA-LACTAM	CARBAPENEM	WP_063839880.1	NG_047221.1
A7J11_01382	bla2	bla2	BcII family subclass B1 metallo-beta-lactamase	BETA-LACTAM	CARBAPENEM	WP_000799227.1	NG_047222.1
A7J11_01748	bla2	bla2	BcII family subclass B1 metallo-beta-lactamase	BETA-LACTAM	CARBAPENEM	WP_012261328.1	NG_047224.1
A7J11_05308	bla2	bla2	BcII family subclass B1 metallo-beta-lactamase	BETA-LACTAM	CARBAPENEM	WP_063839879.1	NG_056058.1
A7J11_00049	bla2a	bla2a	Exo family class A beta-lactamase	BETA-LACTAM	BETA-LACTAM	WP_063842239.1	NG_047481.1
A7J11_00579	blaA	blaA	class A beta-lactamase BlaA	BETA-LACTAM	BETA-LACTAM	WP_003410677.1	NG_047489.1
A7J11_01526	blaA	blaA	class A beta-lactamase BlaA	BETA-LACTAM	BETA-LACTAM	WP_019083125.1	NG_047490.1
A7J11_00464	blaA	blaA	class A beta-lactamase BlaA	BETA-LACTAM	BETA-LACTAM	WP_005165780.1	NG_047488.1
A7J11_04318	blaA	blaA	class A beta-lactamase BlaA	BETA-LACTAM	BETA-LACTAM	WP_011816299.1	NG_052043.1
A7J11_01935	blaACC-1	blaACC	cephalosporin-hydrolyzing class C beta-lactamase ACC-1	BETA-LACTAM	CEPHALOSPORIN	WP_032491956.1	NG_048588.1
A7J11_00808	blaACC-1a	blaACC	cephalosporin-hydrolyzing class C beta-lactamase ACC-1a	BETA-LACTAM	CEPHALOSPORIN	WP_039189232.1	NG_048589.1
